296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
296,301,296,296,296,301,296,301,296,301,301,296,301,301,301,301,296,296,301,296,301,296,296,301,296,296,301,296,301,296,296,296,301,301,296,296,296,301,301,301,301,296,296,301,301,301,296,296,301,301,301,296,301,301,296,301,301,296,296,301,301,296,301,296,296,296,296,301,301,296,301,296,296,296,296,296,296,301,296,296,301,301,301,296,301,296,301,296,296,301,296,301,296,296,301,296,296,301,296,296,296,301,301,296,296,296,296,301,296,296,301,296,301,301,301,296
