188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
188,188,183,188,183,183,188,188,188,188,188,188,188,183,183,188,183,183,183,183,183,188,188,183,183,183,188,188,188,183,188,183,188,183,183,188,183,188,188,183,188,183,188,183,188,183,188,188,188,183,183,188,183,183,183,183,188,183,183,188,188,183,183,183
369,369,364,369,364,364,369,369,369,369,369,369,369,364,364,369,364,364,364,364,364,369,369,364,364,364,369,369,369,364,369,364,369,364,364,369,364,369,369,364,369,364,369,364,369,364,369,369,369,364,364,369,364,364,364,364,369,364,364,369,369,364,364,364
369,369,364,369,364,364,369,369,369,369,369,369,369,364,364,369,364,364,364,364,364,369,369,364,364,364,369,369,369,364,369,364,369,364,364,369,364,369,369,364,369,364,369,364,369,364,369,369,369,364,364,369,364,364,364,364,369,364,364,369,369,364,364,364
