226,226,221,226,221,226,226,221,221,226,226,221,226,226,226,221,221,221,226,221,226,226,221,221,221,221,221,221,226,226,226,221
226,226,221,226,221,226,226,221,221,226,226,221,226,226,226,221,221,221,226,221,226,226,221,221,221,221,221,221,226,226,226,221
226,226,221,226,221,226,226,221,221,226,226,221,226,226,226,221,221,221,226,221,226,226,221,221,221,221,221,221,226,226,226,221
226,226,221,226,221,226,226,221,221,226,226,221,226,226,226,221,221,221,226,221,226,226,221,221,221,221,221,221,226,226,226,221
226,226,221,226,221,226,226,221,221,226,226,221,226,226,226,221,221,221,226,221,226,226,221,221,221,221,221,221,226,226,226,221
226,226,221,226,221,226,226,221,221,226,226,221,226,226,226,221,221,221,226,221,226,226,221,221,221,221,221,221,226,226,226,221
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
442,442,437,442,437,442,442,437,437,442,442,437,442,442,442,437,437,437,442,437,442,442,437,437,437,437,437,437,442,442,442,437
662,662,657,662,657,662,662,657,657,662,662,657,662,662,662,657,657,657,662,657,662,662,657,657,657,657,657,657,662,662,662,657
662,662,657,662,657,662,662,657,657,662,662,657,662,662,662,657,657,657,662,657,662,662,657,657,657,657,657,657,662,662,662,657
662,662,657,662,657,662,662,657,657,662,662,657,662,662,662,657,657,657,662,657,662,662,657,657,657,657,657,657,662,662,662,657
662,662,657,662,657,662,662,657,657,662,662,657,662,662,662,657,657,657,662,657,662,662,657,657,657,657,657,657,662,662,662,657
662,662,657,662,657,662,662,657,657,662,662,657,662,662,662,657,657,657,662,657,662,662,657,657,657,657,657,657,662,662,662,657
662,662,657,662,657,662,662,657,657,662,662,657,662,662,662,657,657,657,662,657,662,662,657,657,657,657,657,657,662,662,662,657
