1,1020757,267360
2,1013430,253702
3,1004533,237454
4,1009813,233928
5,1021832,250761
6,1010646,238273
7,1009335,251672
8,1006820,243053
9,1015264,250558
10,1011708,251190
11,1023073,263955
12,1031638,256471
13,1008212,245071
14,1023824,248269
15,1012533,253087
16,1004358,237441
17,1013551,237564
18,1022200,237584
19,1007844,262182
20,1018836,241690
21,1007052,248781
22,1016609,247036
23,1004825,240914
24,1011577,255907
25,1006607,233505
26,1013582,260908
27,1009695,260016
28,1004696,234563
29,1009113,247474
30,1026688,245751
31,1008046,232705
32,1003668,235564
33,1013703,255159
34,1023446,243061
35,1017883,257861
