4.297340479919875,4.2940206311490545,4.173045753606119,3.8813396494010517,4.0265886027113655,4.13894940581364,4.277781906782949
4.356931561070335,4.361899424126108,4.359508280715482,4.0028867236867,3.866001427819931,4.248146334334314,4.41900990613774
4.55563754022682,3.8538150650723377,4.252697981805434,4.420217952798794,4.313778514010338,4.475587711433919,3.9201821455561006
4.54845595239535,3.8478420332952377,4.242624053499277,4.409307448021214,4.30110525671119,4.466749122900241,3.9151860223881805
4.426874739306351,4.089971677841732,4.064936714908851,4.226341166000197,4.174383696729512,4.313445777510074,3.979655583825634
4.586249453341754,0.0,4.364413037023414,4.435737023204376,4.234801228876036,4.509980553450866,4.181598708136569
4.239529810114067,4.370747937610884,4.237629976783822,3.6429227676872715,4.072573370376139,4.0699848876215885,4.3568076451681765
4.289717375040353,4.405581480281303,4.3430965716620165,3.8578864905987325,4.028953550445899,4.16857440725206,4.429351200379227
4.15263450884276,4.423896497983947,4.244600171926567,3.104606389922516,4.174357758629488,3.950033547084653,4.388738770263989
4.179680965253863,4.382439561957974,4.159858368646917,3.5333925699805127,4.164598433700208,3.960228009367028,4.325903819868139
4.216645982777672,4.739700057411847,4.54680587658615,4.4650440115703365,4.654979057473783,4.355159748904227,4.667073723626627
4.290488429968983,4.302444037641292,4.177101366152942,3.8592969636026595,4.031446908006388,4.1297722133494235,4.285294960849617
4.561806251605943,3.859182043946803,4.261970156312503,4.429282508394567,4.323821134111902,4.483124178275587,3.928381478048283
4.2498957232172305,4.43183946806267,4.342280769117359,3.782710652212876,4.100789893653798,4.124599239863785,4.4410441313803135
4.05531453722419,4.470806552137955,4.268534184834181,3.362187913884902,4.253789938771075,3.8298752404174055,4.424089532325931
4.301897419808284,4.398459812915462,4.345628176438137,3.8848844541113765,4.005344960651694,4.183013576194962,4.427465237204245
4.532293459054714,3.728937475496591,4.317498327893949,4.347955746596196,4.081565834168897,4.444932797036578,4.1880106854673596
4.286500787492269,4.30626205242615,4.1766683974267504,3.8483222327353985,4.036668720430485,4.12412677550845,4.287402538360756
