189,189,189,189,189,189,189,194,189,194,189,189,194,189,189,189,194,194,189,194,189,194,194,189,189,189,189,194,194,194,189,189,189,194,194
189,189,189,189,189,189,189,194,189,194,189,189,194,189,189,189,194,194,189,194,189,194,194,189,189,189,189,194,194,194,189,189,189,194,194
189,189,189,189,189,189,189,194,189,194,189,189,194,189,189,189,194,194,189,194,189,194,194,189,189,189,189,194,194,194,189,189,189,194,194
189,189,189,189,189,189,189,194,189,194,189,189,194,189,189,189,194,194,189,194,189,194,194,189,189,189,189,194,194,194,189,189,189,194,194
189,189,189,189,189,189,189,194,189,194,189,189,194,189,189,189,194,194,189,194,189,194,194,189,189,189,189,194,194,194,189,189,189,194,194
189,189,189,189,189,189,189,194,189,194,189,189,194,189,189,189,194,194,189,194,189,194,194,189,189,189,189,194,194,194,189,189,189,194,194
189,189,189,189,189,189,189,194,189,194,189,189,194,189,189,189,194,194,189,194,189,194,194,189,189,189,189,194,194,194,189,189,189,194,194
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
372,372,372,372,372,372,372,377,372,377,372,372,377,372,372,372,377,377,372,377,372,377,377,372,372,372,372,377,377,377,372,372,372,377,377
559,559,559,559,559,559,559,564,559,564,559,559,564,559,559,559,564,564,559,564,559,564,564,559,559,559,559,564,564,564,559,559,559,564,564
559,559,559,559,559,559,559,564,559,564,559,559,564,559,559,559,564,564,559,564,559,564,564,559,559,559,559,564,564,564,559,559,559,564,564
559,559,559,559,559,559,559,564,559,564,559,559,564,559,559,559,564,564,559,564,559,564,564,559,559,559,559,564,564,564,559,559,559,564,564
559,559,559,559,559,559,559,564,559,564,559,559,564,559,559,559,564,564,559,564,559,564,564,559,559,559,559,564,564,564,559,559,559,564,564
559,559,559,559,559,559,559,564,559,564,559,559,564,559,559,559,564,564,559,564,559,564,564,559,559,559,559,564,564,564,559,559,559,564,564
559,559,559,559,559,559,559,564,559,564,559,559,564,559,559,559,564,564,559,564,559,564,564,559,559,559,559,564,564,564,559,559,559,564,564
559,559,559,559,559,559,559,564,559,564,559,559,564,559,559,559,564,564,559,564,559,564,564,559,559,559,559,564,564,564,559,559,559,564,564
