1,17,17,17,956273,154603
2,8,8,8,962915,150096
3,8,8,8,955875,173840
4,6,6,6,955935,173177
5,14,14,14,942256,140575
6,17,17,17,954215,164472
7,9,9,9,962979,173105
8,12,12,12,956468,150543
9,13,13,13,960354,147797
10,15,15,15,954374,147999
11,8,8,8,953136,151081
12,15,15,15,931488,128115
13,19,19,19,956224,154211
14,6,6,6,955865,174399
15,18,18,18,959067,146360
16,16,16,16,952514,145452
17,14,14,14,960801,148170
18,17,17,17,962794,167751
19,7,7,7,956123,154059
20,6,6,6,954738,164193
21,17,17,17,952446,167140
22,17,17,17,943017,161396
23,7,7,7,956007,150166
24,5,5,5,956210,174241
25,5,5,5,952947,147728
26,6,6,6,961838,149047
27,13,13,13,961558,148805
28,19,19,19,954215,164357
29,18,18,18,961305,157299
30,19,19,19,955751,173314
31,5,5,5,952751,147917
32,12,12,12,954547,148223
33,16,16,16,954485,164535
34,18,18,18,952209,145065
35,19,19,19,953146,147666
36,6,6,6,930535,133907
37,9,9,9,965724,153872
38,19,19,19,963038,150442
39,15,15,15,959387,146724
40,14,14,14,953085,143958
41,13,13,13,955979,173184
42,7,7,7,962640,167441
43,6,6,6,931915,128504
44,6,6,6,951998,144721
45,9,9,9,916370,125007
46,16,16,16,956008,153893
47,9,9,9,945907,154996
48,16,16,16,956376,174216
49,15,15,15,945764,154953
50,8,8,8,962420,149583
51,13,13,13,952399,167277
52,13,13,13,931471,127744
53,16,16,16,954485,164535
54,20,20,20,960308,156228
55,10,10,10,955985,173117
56,9,9,9,955480,149441
57,10,10,10,959649,147026
58,5,5,5,955132,148983
59,12,12,12,952555,148002
60,14,14,14,955864,173616
61,20,20,20,931332,127707
62,16,16,16,955831,173853
63,6,6,6,954215,164357
64,11,11,11,945602,154932
65,9,9,9,961186,157155
66,7,7,7,963166,150590
67,15,15,15,952545,166891
68,6,6,6,955445,153293
69,10,10,10,963105,167565
70,19,19,19,962130,149314
71,9,9,9,966759,156355
72,9,9,9,954485,164535
73,17,17,17,955556,174449
74,14,14,14,955729,149652
75,9,9,9,953712,147193
76,17,17,17,952380,170465
77,18,18,18,945621,155006
78,18,18,18,955942,173116
79,16,16,16,962584,149784
80,19,19,19,956290,150468
81,10,10,10,945760,145709
82,6,6,6,954075,147610
83,13,13,13,963195,167667
84,13,13,13,953319,151216
85,8,8,8,962945,171477
86,10,10,10,956160,154388
87,19,19,19,955829,149790
88,14,14,14,931145,127794
89,5,5,5,959998,147416
90,13,13,13,955700,174443
91,11,11,11,956237,154768
92,6,6,6,960970,157051
93,19,19,19,953784,147075
94,19,19,19,955504,149342
95,5,5,5,953979,147485
96,13,13,13,945889,154999
97,18,18,18,956220,154410
98,15,15,15,956047,174328
99,20,20,20,962029,149224
100,15,15,15,947863,171593
