1,94,94,94,8027,s
2,94,94,94,8027,s
3,94,94,94,8027,s
4,94,94,94,8027,s
5,94,94,94,8027,s
6,94,94,94,8027,s
7,94,94,94,8027,s
8,94,94,94,8027,s
9,94,94,94,8027,s
10,94,94,94,8027,s
11,94,94,94,8027,s
12,94,94,94,8027,s
13,94,94,94,8027,s
14,94,94,94,8027,s
15,94,94,94,8027,s
16,94,94,94,8027,s
17,94,94,94,8027,s
18,94,94,94,8027,s
19,94,94,94,8027,s
20,94,94,94,8027,s
21,94,94,94,8027,s
22,94,94,94,8027,s
23,188,188,188,15285,m
24,188,188,188,15285,m
25,188,188,188,15285,m
26,188,188,188,15285,m
27,188,188,188,15285,m
28,188,188,188,15285,m
29,188,188,188,15285,m
30,188,188,188,15285,m
31,188,188,188,15285,m
32,188,188,188,15285,m
33,188,188,188,15285,m
34,188,188,188,15285,m
35,188,188,188,15285,m
36,188,188,188,15285,m
37,188,188,188,15285,m
38,188,188,188,15285,m
39,188,188,188,15285,m
40,188,188,188,15285,m
41,188,188,188,15285,m
42,188,188,188,15285,m
43,188,188,188,15285,m
44,188,188,188,15285,m
45,188,188,188,15285,m
46,188,188,188,15285,m
47,188,188,188,15285,m
48,188,188,188,15285,m
49,188,188,188,15285,m
50,188,188,188,15285,m
51,188,188,188,15285,m
52,188,188,188,15285,m
53,188,188,188,15285,m
54,188,188,188,15285,m
55,188,188,188,15285,m
56,188,188,188,15285,m
57,188,188,188,15285,m
58,188,188,188,15285,m
59,188,188,188,15285,m
60,188,188,188,15285,m
61,188,188,188,15285,m
62,188,188,188,15285,m
63,188,188,188,15285,m
64,188,188,188,15285,m
65,188,188,188,15285,m
66,188,188,188,15285,m
67,188,188,188,15285,m
68,282,282,282,25822,l
69,282,282,282,25822,l
70,282,282,282,25822,l
71,282,282,282,25822,l
72,282,282,282,25822,l
73,282,282,282,25822,l
74,282,282,282,25822,l
75,282,282,282,25822,l
76,282,282,282,25822,l
77,282,282,282,25822,l
78,282,282,282,25822,l
79,282,282,282,25822,l
80,282,282,282,25822,l
81,282,282,282,25822,l
82,282,282,282,25822,l
83,282,282,282,25822,l
84,282,282,282,25822,l
85,282,282,282,25822,l
86,282,282,282,25822,l
87,282,282,282,25822,l
88,282,282,282,25822,l
89,282,282,282,25822,l
