1,5,5,5,1016469,204833
2,8,8,8,1005339,216662
3,20,20,20,1006857,213858
4,19,19,19,1018022,208658
5,7,7,7,1024975,189629
6,12,12,12,1004498,210299
7,7,7,7,1029105,201124
8,5,5,5,1031431,199148
9,20,20,20,1036481,209820
10,12,12,12,1004968,214906
11,5,5,5,1041423,196548
12,8,8,8,1033383,192561
13,8,8,8,997139,210456
14,17,17,17,1010670,209362
15,18,18,18,1021496,205874
16,11,11,11,1048159,189722
17,13,13,13,1006639,218283
18,17,17,17,1003810,214055
19,9,9,9,1039396,195150
20,15,15,15,1007782,217519
21,5,5,5,1046931,205268
22,6,6,6,1056932,208679
23,17,17,17,1005825,218836
24,14,14,14,1004213,217302
25,15,15,15,1032439,194690
26,14,14,14,1019264,206776
27,6,6,6,994986,209607
28,11,11,11,1003245,218052
29,11,11,11,1015710,212345
30,17,17,17,1015147,211529
31,13,13,13,1056410,179826
32,6,6,6,1005486,216571
33,20,20,20,1005752,210094
34,16,16,16,997180,209715
35,18,18,18,1023586,204647
36,16,16,16,1017003,214669
37,16,16,16,1031337,216065
38,20,20,20,1005956,209182
39,16,16,16,1010292,213586
40,6,6,6,1005266,210182
41,15,15,15,998144,211978
42,5,5,5,1014696,211100
43,8,8,8,1034920,151667
44,7,7,7,1048159,189722
45,8,8,8,1057430,208823
46,13,13,13,1037995,219699
47,9,9,9,1054716,156589
48,6,6,6,999813,211271
49,17,17,17,1019766,212216
50,18,18,18,1008922,216874
51,18,18,18,1036940,206397
52,16,16,16,1029344,201025
53,7,7,7,1006075,216209
54,11,11,11,1033994,197700
55,20,20,20,1038262,212581
56,5,5,5,1031083,194312
57,10,10,10,999441,214621
58,16,16,16,1031145,199445
59,10,10,10,1043930,188188
60,13,13,13,998953,210856
61,15,15,15,1011438,209244
62,11,11,11,1029866,149855
63,11,11,11,1046862,205756
64,19,19,19,1033930,192582
65,12,12,12,1044006,215344
66,13,13,13,1003536,210444
67,17,17,17,1008542,213761
68,17,17,17,1032507,150804
69,11,11,11,1044131,185219
70,8,8,8,1005852,216347
71,9,9,9,1048159,189722
72,14,14,14,1018251,201833
73,7,7,7,1008717,214169
74,14,14,14,1034220,158190
75,16,16,16,1041470,198187
76,7,7,7,994983,209643
77,17,17,17,1002492,213074
78,20,20,20,1023926,204484
79,6,6,6,999441,214621
80,7,7,7,1009337,222305
81,12,12,12,1040589,196049
82,8,8,8,1044307,186486
83,15,15,15,1027066,192596
84,14,14,14,1019286,212109
85,11,11,11,1011929,213962
86,19,19,19,1044160,195608
87,11,11,11,1024826,191849
88,19,19,19,1021805,204286
89,8,8,8,1001638,212153
90,16,16,16,1036664,226616
91,14,14,14,1033795,192204
92,15,15,15,1037158,185173
93,15,15,15,999602,214616
94,17,17,17,1029215,193010
95,13,13,13,1016118,211614
96,15,15,15,1057875,209068
97,12,12,12,1027755,192613
98,11,11,11,999602,214616
99,5,5,5,1029851,200619
100,10,10,10,1006703,215872
101,9,9,9,1007639,216426
102,20,20,20,999702,214421
103,17,17,17,1036745,152300
104,17,17,17,1042793,183365
105,18,18,18,1048159,189722
106,19,19,19,998181,210363
107,19,19,19,1029639,200783
108,13,13,13,1030941,194260
109,12,12,12,1041175,197240
110,10,10,10,1005724,217606
111,11,11,11,1024731,189562
112,10,10,10,1037672,212642
113,9,9,9,1017680,209170
114,16,16,16,1016035,201324
115,15,15,15,1037140,220313
116,10,10,10,1043971,187379
117,18,18,18,997363,209840
118,12,12,12,1004264,210335
119,18,18,18,1009027,211630
120,7,7,7,1015920,208210
121,8,8,8,1025517,192140
122,11,11,11,1003127,210507
123,20,20,20,1033788,212022
124,15,15,15,1017492,211809
125,8,8,8,1016943,209794
126,10,10,10,1007051,213897
127,19,19,19,1041816,196744
128,10,10,10,1029847,198289
129,15,15,15,1022491,212877
130,20,20,20,1057180,208752
131,14,14,14,998751,214579
132,6,6,6,1030945,196591
133,15,15,15,1018312,201506
134,18,18,18,1031098,199611
135,8,8,8,1033508,192229
136,12,12,12,1024955,203992
137,9,9,9,1015390,211599
138,19,19,19,1023760,204563
139,7,7,7,1056586,201657
140,17,17,17,1014039,211327
