176,176,181,181,176,181,176,176,176,176,176,181,176,176,176,176,176,176,176,176,181,176,181,176,181,176,181,176,181,176,176,176,181,176,181,176,181,176
176,176,181,181,176,181,176,176,176,176,176,181,176,176,176,176,176,176,176,176,181,176,181,176,181,176,181,176,181,176,176,176,181,176,181,176,181,176
176,176,181,181,176,181,176,176,176,176,176,181,176,176,176,176,176,176,176,176,181,176,181,176,181,176,181,176,181,176,176,176,181,176,181,176,181,176
176,176,181,181,176,181,176,176,176,176,176,181,176,176,176,176,176,176,176,176,181,176,181,176,181,176,181,176,181,176,176,176,181,176,181,176,181,176
176,176,181,181,176,181,176,176,176,176,176,181,176,176,176,176,176,176,176,176,181,176,181,176,181,176,181,176,181,176,176,176,181,176,181,176,181,176
176,176,181,181,176,181,176,176,176,176,176,181,176,176,176,176,176,176,176,176,181,176,181,176,181,176,181,176,181,176,176,176,181,176,181,176,181,176
176,176,181,181,176,181,176,176,176,176,176,181,176,176,176,176,176,176,176,176,181,176,181,176,181,176,181,176,181,176,176,176,181,176,181,176,181,176
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
351,351,356,356,351,356,351,351,351,351,351,356,351,351,351,351,351,351,351,351,356,351,356,351,356,351,356,351,356,351,351,351,356,351,356,351,356,351
525,525,530,530,525,530,525,525,525,525,525,530,525,525,525,525,525,525,525,525,530,525,530,525,530,525,530,525,530,525,525,525,530,525,530,525,530,525
525,525,530,530,525,530,525,525,525,525,525,530,525,525,525,525,525,525,525,525,530,525,530,525,530,525,530,525,530,525,525,525,530,525,530,525,530,525
525,525,530,530,525,530,525,525,525,525,525,530,525,525,525,525,525,525,525,525,530,525,530,525,530,525,530,525,530,525,525,525,530,525,530,525,530,525
525,525,530,530,525,530,525,525,525,525,525,530,525,525,525,525,525,525,525,525,530,525,530,525,530,525,530,525,530,525,525,525,530,525,530,525,530,525
525,525,530,530,525,530,525,525,525,525,525,530,525,525,525,525,525,525,525,525,530,525,530,525,530,525,530,525,530,525,525,525,530,525,530,525,530,525
525,525,530,530,525,530,525,525,525,525,525,530,525,525,525,525,525,525,525,525,530,525,530,525,530,525,530,525,530,525,525,525,530,525,530,525,530,525
525,525,530,530,525,530,525,525,525,525,525,530,525,525,525,525,525,525,525,525,530,525,530,525,530,525,530,525,530,525,525,525,530,525,530,525,530,525
