1,1026827,187370
2,999699,211456
3,1039396,195150
4,1056410,179826
5,1031337,216065
6,1005956,209182
7,1010292,213586
8,999813,211271
9,1036940,206397
10,1029344,201025
11,1044006,215344
12,1027347,202246
13,1034220,158190
14,1041470,198187
15,1021805,204286
16,1036664,226616
17,1037158,185173
18,998181,210363
19,1041175,197240
20,1016943,209794
21,1022491,212877
22,1031098,199611
23,1056586,201657
24,1046004,224452
25,1027764,202413
26,1014358,211317
27,1031655,215400
28,1022607,205209
29,1062651,207240
30,1050774,191674
31,1035029,195293
32,1003982,213272
33,1044695,205038
34,1012386,212417
35,1054794,186010
36,1022671,192348
37,1017277,199043
38,1011262,196204
39,1018687,195268
40,1063266,210883
41,1026892,225766
42,1016094,212614
43,1030936,194629
44,1033941,203799
45,1018402,208385
46,1006794,215639
47,1040657,221241
48,1032191,220265
49,1051959,206964
50,1000087,214058
51,1037496,194540
52,1056447,192509
53,1050138,201742
54,999728,214469
55,1019191,217072
56,1035339,152767
57,1044181,198986
58,997112,209838
59,1020763,215359
60,1020492,206393
61,998405,209690
