157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
157,152,152,157,152,157,157,152,152,152,152,152,157,157,152,157,152,157,152,157,152,152,152,152,152,152,152,157,152,152,157,152,152,152,157,152,157,152,152,157,157,157,152,152,157,157,152,157,152,152,157,157,157,152,152,152,157,157,152,152,157,152,157,152,152,152,152,157,152,152,157,152,152,157,152,152,152,152,152,157,152,152,152,152,152,152,157,152,152,157,152,157,152,157,152,152,152
