1,54,54,54,11452,s
2,54,54,54,11452,s
3,54,54,54,11452,s
4,54,54,54,11452,s
5,54,54,54,11452,s
6,54,54,54,11452,s
7,54,54,54,11452,s
8,54,54,54,11452,s
9,54,54,54,11452,s
10,54,54,54,11452,s
11,54,54,54,11452,s
12,54,54,54,11452,s
13,54,54,54,11452,s
14,54,54,54,11452,s
15,54,54,54,11452,s
16,54,54,54,11452,s
17,108,108,108,18210,m
18,108,108,108,18210,m
19,108,108,108,18210,m
20,108,108,108,18210,m
21,108,108,108,18210,m
22,108,108,108,18210,m
23,108,108,108,18210,m
24,108,108,108,18210,m
25,108,108,108,18210,m
26,108,108,108,18210,m
27,108,108,108,18210,m
28,108,108,108,18210,m
29,108,108,108,18210,m
30,108,108,108,18210,m
31,108,108,108,18210,m
32,108,108,108,18210,m
33,108,108,108,18210,m
34,108,108,108,18210,m
35,108,108,108,18210,m
36,108,108,108,18210,m
37,108,108,108,18210,m
38,108,108,108,18210,m
39,108,108,108,18210,m
40,108,108,108,18210,m
41,108,108,108,18210,m
42,108,108,108,18210,m
43,108,108,108,18210,m
44,108,108,108,18210,m
45,108,108,108,18210,m
46,108,108,108,18210,m
47,108,108,108,18210,m
48,108,108,108,18210,m
49,108,108,108,18210,m
50,163,163,163,27009,l
51,163,163,163,27009,l
52,163,163,163,27009,l
53,163,163,163,27009,l
54,163,163,163,27009,l
55,163,163,163,27009,l
56,163,163,163,27009,l
57,163,163,163,27009,l
58,163,163,163,27009,l
59,163,163,163,27009,l
60,163,163,163,27009,l
61,163,163,163,27009,l
62,163,163,163,27009,l
63,163,163,163,27009,l
64,163,163,163,27009,l
65,163,163,163,27009,l
