166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
166,161,161,166,166,166,161,161,161,166,161,166,161,161,166,166,161,161,166,166,161,166,161,161,161,161,161,161,166,161,161,161,161,161,161,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,166,161,161,161,161,161,161,161,166,161,166,161,161,161,166,161,161,161,161,166,166,161,161,161,161,166,166,161,161,161,161,161,161,166,161,166,166,161,161,166,161,161
