191,191,191,196,191,191,196,191,191,191,191,196,191,191,191,191,196,191,196,191,196,196,196,191,191,191,191,191,191,191,191,191,191,191,196,191,191
191,191,191,196,191,191,196,191,191,191,191,196,191,191,191,191,196,191,196,191,196,196,196,191,191,191,191,191,191,191,191,191,191,191,196,191,191
191,191,191,196,191,191,196,191,191,191,191,196,191,191,191,191,196,191,196,191,196,196,196,191,191,191,191,191,191,191,191,191,191,191,196,191,191
191,191,191,196,191,191,196,191,191,191,191,196,191,191,191,191,196,191,196,191,196,196,196,191,191,191,191,191,191,191,191,191,191,191,196,191,191
191,191,191,196,191,191,196,191,191,191,191,196,191,191,191,191,196,191,196,191,196,196,196,191,191,191,191,191,191,191,191,191,191,191,196,191,191
191,191,191,196,191,191,196,191,191,191,191,196,191,191,191,191,196,191,196,191,196,196,196,191,191,191,191,191,191,191,191,191,191,191,196,191,191
191,191,191,196,191,191,196,191,191,191,191,196,191,191,191,191,196,191,196,191,196,196,196,191,191,191,191,191,191,191,191,191,191,191,196,191,191
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
378,378,378,383,378,378,383,378,378,378,378,383,378,378,378,378,383,378,383,378,383,383,383,378,378,378,378,378,378,378,378,378,378,378,383,378,378
567,567,567,572,567,567,572,567,567,567,567,572,567,567,567,567,572,567,572,567,572,572,572,567,567,567,567,567,567,567,567,567,567,567,572,567,567
567,567,567,572,567,567,572,567,567,567,567,572,567,567,567,567,572,567,572,567,572,572,572,567,567,567,567,567,567,567,567,567,567,567,572,567,567
567,567,567,572,567,567,572,567,567,567,567,572,567,567,567,567,572,567,572,567,572,572,572,567,567,567,567,567,567,567,567,567,567,567,572,567,567
567,567,567,572,567,567,572,567,567,567,567,572,567,567,567,567,572,567,572,567,572,572,572,567,567,567,567,567,567,567,567,567,567,567,572,567,567
567,567,567,572,567,567,572,567,567,567,567,572,567,567,567,567,572,567,572,567,572,572,572,567,567,567,567,567,567,567,567,567,567,567,572,567,567
567,567,567,572,567,567,572,567,567,567,567,572,567,567,567,567,572,567,572,567,572,572,572,567,567,567,567,567,567,567,567,567,567,567,572,567,567
567,567,567,572,567,567,572,567,567,567,567,572,567,567,567,567,572,567,572,567,572,572,572,567,567,567,567,567,567,567,567,567,567,567,572,567,567
