1,17,17,17,963751,129082
2,8,8,8,920917,159751
3,8,8,8,960632,158187
4,6,6,6,922698,168473
5,14,14,14,951126,172968
6,17,17,17,925398,142281
7,9,9,9,957232,120373
8,12,12,12,947904,153954
9,13,13,13,945713,166202
10,15,15,15,953478,144417
11,8,8,8,921686,142362
12,15,15,15,937382,136251
13,19,19,19,936626,139194
14,6,6,6,935295,179528
15,18,18,18,938610,129361
16,16,16,16,938588,156008
17,14,14,14,964805,125212
18,7,7,7,923439,131368
19,6,6,6,942247,131190
20,17,17,17,939672,129236
21,17,17,17,925014,147404
22,7,7,7,931478,121595
23,5,5,5,953964,131570
24,6,6,6,929274,147952
25,13,13,13,928393,120386
26,19,19,19,962888,167075
27,12,12,12,932127,134232
28,16,16,16,941888,136802
29,18,18,18,933199,178823
30,19,19,19,916545,177206
31,9,9,9,954493,151908
32,19,19,19,937105,123944
33,15,15,15,934829,132068
34,6,6,6,933797,143841
35,9,9,9,918516,163704
36,16,16,16,930748,132594
37,9,9,9,929873,134428
38,16,16,16,948294,145054
39,8,8,8,949847,165218
40,13,13,13,940361,123652
41,13,13,13,918676,170474
42,16,16,16,916259,140256
43,20,20,20,940903,176833
44,10,10,10,947532,121457
45,14,14,14,937357,154256
46,16,16,16,952642,156213
47,11,11,11,931015,177696
48,9,9,9,926516,129601
49,6,6,6,933757,127091
50,10,10,10,933820,141496
51,16,16,16,951256,177182
52,19,19,19,951459,121668
53,6,6,6,953918,124298
54,8,8,8,954115,152224
55,19,19,19,941308,150759
56,5,5,5,941194,147199
57,13,13,13,943631,156354
58,11,11,11,960165,125868
59,5,5,5,941909,131759
60,13,13,13,926433,129941
61,18,18,18,942525,124051
62,15,15,15,924314,175635
