171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
171,176,171,176,171,171,171,171,176,176,176,176,176,171,171,176,171,171,171,176,171,171,171,171,176,176,176,171,171,171,171,171,171,176,176,176,171,176,171,171,171,171,176,171,171,171,171,171,176,176,176,176,176,176,171,171,171,171,176,171,171,171,171,171,171,176,171,171,176,176,171,171,176,176,171,176,171,171,171,171,171,171,176,171,176,171
