1,998055,216625
2,997588,230405
3,987714,214449
4,984839,209257
5,987039,202831
6,979755,199948
7,997442,234789
8,999942,232988
9,998793,227318
10,986081,213355
11,993636,217853
12,986681,217963
13,982800,201892
14,981184,196664
15,987427,199572
16,994257,219133
17,986725,205255
18,997115,231827
19,984886,203169
20,982510,202631
21,992823,215274
22,1000526,236143
23,989243,222888
24,984196,201155
25,995363,221129
26,987093,215184
27,997612,222699
28,990835,226602
29,983213,203860
30,1000882,243865
31,1000973,245579
32,987383,210880
33,982117,198020
34,1002621,248782
35,997071,238760
36,983535,208797
37,983307,199130
38,986239,209927
39,980647,195430
40,991633,217919
41,981727,196790
42,1000414,230244
43,991573,214005
44,985936,201694
45,980550,196936
46,987544,201086
47,982070,199262
48,990015,213531
49,986292,205354
50,986727,212657
51,993320,217136
52,993004,230538
53,988525,214060
54,989336,217208
55,998895,225010
56,983781,209203
57,981870,199446
58,1001896,238185
59,982147,198084
60,1003777,250866
61,986819,206980
62,988610,209997
63,982315,199144
64,985369,210521
65,992731,216963
66,990496,217612
67,991964,223975
68,994005,232959
69,988530,221086
70,997596,225626
71,982341,201343
72,988724,216795
73,998740,237262
74,984112,206087
75,989817,210271
76,991113,216227
77,990664,213169
78,982772,205229
79,988555,221340
80,989177,221062
81,987202,209353
82,999336,233565
83,1000435,241862
84,986863,207325
85,989216,211094
86,1002287,231844
87,988096,206273
88,981681,199944
89,997988,240415
90,983757,201419
91,985730,203747
92,992029,215112
93,985442,203084
94,988643,216129
95,981613,198082
96,989320,213211
97,984480,206913
98,997727,220050
99,997198,215857
100,989341,205582
101,1001350,241723
102,983104,199065
103,986974,199302
104,989680,204254
105,987919,214224
106,988132,217060
107,1000931,248010
108,993152,229253
109,999907,228636
110,989422,215678
111,982428,197735
112,993123,217087
113,987635,204842
114,996549,223269
115,995776,219364
116,984279,200896
117,990494,225214
118,991832,215021
