220,220,215,220,220,215,220,220,220,215,215,220,215,220,220,215,215,215,220,215,215,215,220,220,215,215,215,215,220,215,215
220,220,215,220,220,215,220,220,220,215,215,220,215,220,220,215,215,215,220,215,215,215,220,220,215,215,215,215,220,215,215
220,220,215,220,220,215,220,220,220,215,215,220,215,220,220,215,215,215,220,215,215,215,220,220,215,215,215,215,220,215,215
220,220,215,220,220,215,220,220,220,215,215,220,215,220,220,215,215,215,220,215,215,215,220,220,215,215,215,215,220,215,215
220,220,215,220,220,215,220,220,220,215,215,220,215,220,220,215,215,215,220,215,215,215,220,220,215,215,215,215,220,215,215
220,220,215,220,220,215,220,220,220,215,215,220,215,220,220,215,215,215,220,215,215,215,220,220,215,215,215,215,220,215,215
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
433,433,428,433,433,428,433,433,433,428,428,433,428,433,433,428,428,428,433,428,428,428,433,433,428,428,428,428,433,428,428
647,647,642,647,647,642,647,647,647,642,642,647,642,647,647,642,642,642,647,642,642,642,647,647,642,642,642,642,647,642,642
647,647,642,647,647,642,647,647,647,642,642,647,642,647,647,642,642,642,647,642,642,642,647,647,642,642,642,642,647,642,642
647,647,642,647,647,642,647,647,647,642,642,647,642,647,647,642,642,642,647,642,642,642,647,647,642,642,642,642,647,642,642
647,647,642,647,647,642,647,647,647,642,642,647,642,647,647,642,642,642,647,642,642,642,647,647,642,642,642,642,647,642,642
647,647,642,647,647,642,647,647,647,642,642,647,642,647,647,642,642,642,647,642,642,642,647,647,642,642,642,642,647,642,642
647,647,642,647,647,642,647,647,647,642,642,647,642,647,647,642,642,642,647,642,642,642,647,647,642,642,642,642,647,642,642
