1,998055,216625
2,997588,230405
3,987714,214449
4,984839,209257
5,987039,202831
6,979755,199948
7,997442,234789
8,999942,232988
9,998793,227318
10,986081,213355
11,993636,217853
12,986681,217963
13,982800,201892
14,981184,196664
15,985140,207907
16,987427,199572
17,994257,219133
18,986725,205255
19,987623,212419
20,997115,231827
21,984886,203169
22,982510,202631
23,992823,215274
24,1000526,236143
25,989243,222888
26,984196,201155
27,995363,221129
28,994026,227696
29,987093,215184
30,997612,222699
31,990835,226602
32,983213,203860
33,1000882,243865
34,1000973,245579
35,987383,210880
36,982117,198020
37,1002621,248782
38,997071,238760
39,983535,208797
40,983307,199130
41,986239,209927
42,980647,195430
43,991633,217919
44,1000943,243319
45,988065,214701
46,981727,196790
47,1000414,230244
48,991573,214005
49,985936,201694
50,980550,196936
51,986090,209048
52,987544,201086
53,985302,203521
54,982070,199262
55,990015,213531
56,986292,205354
57,986727,212657
58,995834,230961
59,993320,217136
60,993004,230538
61,988525,214060
62,997799,225522
63,989336,217208
64,1002547,248186
65,998895,225010
66,983781,209203
67,981870,199446
68,1001896,238185
69,983706,214649
70,983444,206482
71,982147,198084
72,1003777,250866
73,986819,206980
74,988610,209997
75,998196,231506
76,984484,199467
77,982315,199144
78,985369,210521
79,992731,216963
80,990496,217612
81,985223,199162
82,991964,223975
83,994005,232959
84,988530,221086
85,997596,225626
86,982341,201343
87,988724,216795
88,998740,237262
89,981192,198199
90,984112,206087
91,989817,210271
92,981807,199060
93,991113,216227
94,990664,213169
95,982772,205229
96,988555,221340
97,989177,221062
98,987202,209353
99,999688,239772
100,1000814,245520
101,999336,233565
102,989193,213682
103,1001410,249579
104,1000435,241862
105,986863,207325
106,989216,211094
107,1002287,231844
108,988096,206273
109,981681,199944
110,997988,240415
111,983757,201419
112,1004758,254694
113,985730,203747
114,989255,219170
115,987660,214517
116,1002457,252249
117,987732,200978
118,990888,213044
119,1000594,236095
120,992029,215112
121,1006404,255549
122,981538,198889
123,1000645,235928
124,989903,201373
125,989811,224885
126,995455,217958
127,985442,203084
128,984194,208086
129,988643,216129
130,981613,198082
131,989320,213211
132,989607,217865
133,982762,204598
134,998632,240096
135,987034,206937
136,984792,211030
137,984480,206913
138,997727,220050
139,987963,208829
140,997198,215857
141,999500,243145
142,989341,205582
143,980350,196060
144,999686,228929
145,984122,201002
146,1001350,241723
147,996135,235759
148,983104,199065
149,986974,199302
150,989680,204254
151,989309,219188
152,987919,214224
153,985300,208232
154,980428,197042
155,996324,221125
156,1001526,232252
157,994922,229317
158,993428,232185
159,987588,212364
160,1004366,254607
161,988942,211839
162,1001979,240424
163,980961,197058
164,988132,217060
165,985981,200960
166,989224,208182
167,1000931,248010
168,993152,229253
169,1001832,239445
170,991913,228524
171,990783,221847
172,985453,210365
173,999907,228636
174,989422,215678
175,982428,197735
176,993123,217087
177,992857,225591
178,987635,204842
179,996549,223269
180,995776,219364
181,985042,202430
182,996740,232594
183,986088,211507
184,994185,233553
185,984279,200896
186,989247,213914
187,990494,225214
188,991832,215021
