1,53,53,53,15770,s
2,53,53,53,15770,s
3,53,53,53,15770,s
4,53,53,53,15770,s
5,53,53,53,15770,s
6,53,53,53,15770,s
7,53,53,53,15770,s
8,53,53,53,15770,s
9,53,53,53,15770,s
10,53,53,53,15770,s
11,53,53,53,15770,s
12,53,53,53,15770,s
13,106,106,106,25820,m
14,106,106,106,25820,m
15,106,106,106,25820,m
16,106,106,106,25820,m
17,106,106,106,25820,m
18,106,106,106,25820,m
19,106,106,106,25820,m
20,106,106,106,25820,m
21,106,106,106,25820,m
22,106,106,106,25820,m
23,106,106,106,25820,m
24,106,106,106,25820,m
25,106,106,106,25820,m
26,106,106,106,25820,m
27,106,106,106,25820,m
28,106,106,106,25820,m
29,106,106,106,25820,m
30,106,106,106,25820,m
31,106,106,106,25820,m
32,106,106,106,25820,m
33,106,106,106,25820,m
34,106,106,106,25820,m
35,106,106,106,25820,m
36,160,160,160,38125,l
37,160,160,160,38125,l
38,160,160,160,38125,l
39,160,160,160,38125,l
40,160,160,160,38125,l
41,160,160,160,38125,l
42,160,160,160,38125,l
43,160,160,160,38125,l
44,160,160,160,38125,l
45,160,160,160,38125,l
46,160,160,160,38125,l
47,160,160,160,38125,l
