182,182,182,182,182,187,187,187,187,182,182,182,187,182,187,182,187,182,187,182,182,187,182,182,182,187,182,182,187,187,187,182,187,182,187,182,182,182,187,187
182,182,182,182,182,187,187,187,187,182,182,182,187,182,187,182,187,182,187,182,182,187,182,182,182,187,182,182,187,187,187,182,187,182,187,182,182,182,187,187
182,182,182,182,182,187,187,187,187,182,182,182,187,182,187,182,187,182,187,182,182,187,182,182,182,187,182,182,187,187,187,182,187,182,187,182,182,182,187,187
182,182,182,182,182,187,187,187,187,182,182,182,187,182,187,182,187,182,187,182,182,187,182,182,182,187,182,182,187,187,187,182,187,182,187,182,182,182,187,187
182,182,182,182,182,187,187,187,187,182,182,182,187,182,187,182,187,182,187,182,182,187,182,182,182,187,182,182,187,187,187,182,187,182,187,182,182,182,187,187
182,182,182,182,182,187,187,187,187,182,182,182,187,182,187,182,187,182,187,182,182,187,182,182,182,187,182,182,187,187,187,182,187,182,187,182,182,182,187,187
182,182,182,182,182,187,187,187,187,182,182,182,187,182,187,182,187,182,187,182,182,187,182,182,182,187,182,182,187,187,187,182,187,182,187,182,182,182,187,187
182,182,182,182,182,187,187,187,187,182,182,182,187,182,187,182,187,182,187,182,182,187,182,182,182,187,182,182,187,187,187,182,187,182,187,182,182,182,187,187
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
365,365,365,365,365,370,370,370,370,365,365,365,370,365,370,365,370,365,370,365,365,370,365,365,365,370,365,365,370,370,370,365,370,365,370,365,365,365,370,370
546,546,546,546,546,551,551,551,551,546,546,546,551,546,551,546,551,546,551,546,546,551,546,546,546,551,546,546,551,551,551,546,551,546,551,546,546,546,551,551
546,546,546,546,546,551,551,551,551,546,546,546,551,546,551,546,551,546,551,546,546,551,546,546,546,551,546,546,551,551,551,546,551,546,551,546,546,546,551,551
546,546,546,546,546,551,551,551,551,546,546,546,551,546,551,546,551,546,551,546,546,551,546,546,546,551,546,546,551,551,551,546,551,546,551,546,546,546,551,551
546,546,546,546,546,551,551,551,551,546,546,546,551,546,551,546,551,546,551,546,546,551,546,546,546,551,546,546,551,551,551,546,551,546,551,546,546,546,551,551
546,546,546,546,546,551,551,551,551,546,546,546,551,546,551,546,551,546,551,546,546,551,546,546,546,551,546,546,551,551,551,546,551,546,551,546,546,546,551,551
546,546,546,546,546,551,551,551,551,546,546,546,551,546,551,546,551,546,551,546,546,551,546,546,546,551,546,546,551,551,551,546,551,546,551,546,546,546,551,551
546,546,546,546,546,551,551,551,551,546,546,546,551,546,551,546,551,546,551,546,546,551,546,546,546,551,546,546,551,551,551,546,551,546,551,546,546,546,551,551
546,546,546,546,546,551,551,551,551,546,546,546,551,546,551,546,551,546,551,546,546,551,546,546,546,551,546,546,551,551,551,546,551,546,551,546,546,546,551,551
