1,17,17,17,956273,154603
2,8,8,8,962915,150096
3,8,8,8,955875,173840
4,6,6,6,955935,173177
5,14,14,14,942256,140575
6,17,17,17,954215,164472
7,9,9,9,962979,173105
8,12,12,12,956468,150543
9,13,13,13,960354,147797
10,15,15,15,954374,147999
11,8,8,8,953136,151081
12,15,15,15,931488,128115
13,19,19,19,956224,154211
14,18,18,18,959067,146360
15,16,16,16,952514,145452
16,14,14,14,960801,148170
17,17,17,17,962794,167751
18,7,7,7,956123,154059
19,17,17,17,952446,167140
20,17,17,17,943017,161396
21,7,7,7,956007,150166
22,5,5,5,956210,174241
23,5,5,5,952947,147728
24,6,6,6,961838,149047
25,13,13,13,961558,148805
26,19,19,19,954215,164357
27,18,18,18,961305,157299
28,5,5,5,952751,147917
29,12,12,12,954547,148223
30,16,16,16,954485,164535
31,6,6,6,930535,133907
32,19,19,19,963038,150442
33,15,15,15,959387,146724
34,14,14,14,953085,143958
35,7,7,7,962640,167441
36,9,9,9,916370,125007
37,9,9,9,945907,154996
38,15,15,15,945764,154953
39,13,13,13,952399,167277
40,16,16,16,954485,164535
41,10,10,10,955985,173117
42,12,12,12,952555,148002
43,16,16,16,955831,173853
44,6,6,6,954215,164357
45,11,11,11,945602,154932
46,7,7,7,963166,150590
47,10,10,10,963105,167565
48,19,19,19,962130,149314
49,9,9,9,954485,164535
50,14,14,14,955729,149652
51,9,9,9,953712,147193
52,18,18,18,955942,173116
53,13,13,13,953319,151216
54,8,8,8,962945,171477
55,10,10,10,956160,154388
56,13,13,13,955700,174443
57,11,11,11,956237,154768
58,15,15,15,956047,174328
59,20,20,20,962029,149224
