1,5,5,5,1016469,204833
2,8,8,8,1005339,216662
3,20,20,20,1006857,213858
4,19,19,19,1018022,208658
5,7,7,7,1024975,189629
6,18,18,18,1008278,217270
7,12,12,12,1004498,210299
8,7,7,7,1029105,201124
9,5,5,5,1031431,199148
10,20,20,20,1036481,209820
11,12,12,12,1004968,214906
12,5,5,5,1041423,196548
13,8,8,8,1033383,192561
14,8,8,8,997139,210456
15,9,9,9,1026827,187370
16,5,5,5,999699,211456
17,17,17,17,1010670,209362
18,18,18,18,1021496,205874
19,11,11,11,1048159,189722
20,13,13,13,1006639,218283
21,17,17,17,1003810,214055
22,9,9,9,1039396,195150
23,15,15,15,1007782,217519
24,5,5,5,1046931,205268
25,6,6,6,1056932,208679
26,17,17,17,1005825,218836
27,14,14,14,1004213,217302
28,15,15,15,1032439,194690
29,14,14,14,1019264,206776
30,6,6,6,994986,209607
31,11,11,11,1003245,218052
32,11,11,11,1015710,212345
33,12,12,12,1003030,213883
34,17,17,17,1015147,211529
35,13,13,13,1056410,179826
36,6,6,6,1005486,216571
37,20,20,20,1005752,210094
38,16,16,16,997180,209715
39,18,18,18,1023586,204647
40,16,16,16,1017003,214669
41,16,16,16,1031337,216065
42,20,20,20,1005956,209182
43,16,16,16,1010292,213586
44,15,15,15,998144,211978
45,5,5,5,1014696,211100
46,7,7,7,1048159,189722
47,8,8,8,1057430,208823
48,13,13,13,1037995,219699
49,9,9,9,1054716,156589
50,6,6,6,999813,211271
51,17,17,17,1019766,212216
52,18,18,18,1008922,216874
53,18,18,18,1036940,206397
54,7,7,7,1006075,216209
55,11,11,11,1033994,197700
56,6,6,6,1006504,209561
57,20,20,20,1038262,212581
58,5,5,5,1031083,194312
59,10,10,10,999441,214621
60,9,9,9,1005409,214635
61,16,16,16,1031145,199445
62,13,13,13,998953,210856
63,15,15,15,1011438,209244
64,11,11,11,1029866,149855
65,19,19,19,1033930,192582
66,12,12,12,1044006,215344
67,17,17,17,1008542,213761
68,17,17,17,1032507,150804
69,11,11,11,1044131,185219
70,8,8,8,1005852,216347
71,13,13,13,1027347,202246
72,14,14,14,1018251,201833
73,7,7,7,1008717,214169
74,14,14,14,1034220,158190
75,15,15,15,998751,214579
76,16,16,16,1041470,198187
77,7,7,7,994983,209643
78,15,15,15,1018764,207053
79,17,17,17,1002492,213074
80,6,6,6,999441,214621
81,15,15,15,1036732,152343
82,7,7,7,1009337,222305
83,12,12,12,1040589,196049
84,8,8,8,1044307,186486
85,13,13,13,1039605,195626
86,8,8,8,999312,214453
87,15,15,15,1027066,192596
88,5,5,5,1032410,150761
89,14,14,14,1019286,212109
90,8,8,8,1021496,205874
91,11,11,11,1011929,213962
92,11,11,11,1024826,191849
93,19,19,19,1021805,204286
94,16,16,16,1036664,226616
95,14,14,14,1033795,192204
96,15,15,15,1037158,185173
97,15,15,15,999602,214616
98,17,17,17,1029215,193010
99,13,13,13,1016118,211614
100,12,12,12,1027755,192613
101,11,11,11,999602,214616
102,5,5,5,1029851,200619
103,10,10,10,1006703,215872
104,15,15,15,1004966,222367
105,9,9,9,1007639,216426
106,17,17,17,1036745,152300
107,17,17,17,1042793,183365
108,18,18,18,1048159,189722
109,19,19,19,998181,210363
110,7,7,7,1039975,195788
111,19,19,19,1029639,200783
112,10,10,10,1005724,217606
113,11,11,11,1024731,189562
114,10,10,10,1037672,212642
115,9,9,9,1017680,209170
116,16,16,16,1016035,201324
117,19,19,19,1006056,218640
118,15,15,15,1037140,220313
119,18,18,18,997363,209840
120,18,18,18,1009027,211630
121,7,7,7,1015920,208210
122,8,8,8,1025517,192140
123,11,11,11,1003127,210507
124,20,20,20,1033788,212022
125,15,15,15,1017492,211809
126,8,8,8,1016943,209794
127,15,15,15,1006822,209949
128,10,10,10,1007051,213897
129,19,19,19,1041816,196744
130,10,10,10,1029847,198289
131,20,20,20,1057180,208752
132,6,6,6,1030945,196591
133,15,15,15,1018312,201506
134,12,12,12,1024955,203992
135,17,17,17,1002614,210564
136,9,9,9,1015390,211599
137,19,19,19,1023760,204563
138,19,19,19,999441,214621
139,17,17,17,1014039,211327
140,6,6,6,1024736,204064
