1,1026827,187370
2,999699,211456
3,1039396,195150
4,1056410,179826
5,1031337,216065
6,1005956,209182
7,1010292,213586
8,999813,211271
9,1029344,201025
10,1044006,215344
11,1027347,202246
12,1034220,158190
13,1041470,198187
14,1009337,222305
15,1021805,204286
16,1001638,212153
17,1036664,226616
18,1037158,185173
19,999702,214421
20,998181,210363
21,1016943,209794
22,1031098,199611
23,1056586,201657
24,1027764,202413
25,1031655,215400
26,1022607,205209
27,1062651,207240
28,1044227,155449
29,1050774,191674
30,1035029,195293
31,1053088,159708
32,1044695,205038
33,1054794,186010
34,1022671,192348
35,1017277,199043
36,1042030,187200
37,1025071,204002
38,1063266,210883
39,1028140,181157
40,1026892,225766
41,1016094,212614
42,1032191,220265
43,1051959,206964
44,1000087,214058
45,1037496,194540
46,1009245,210837
47,1056447,192509
48,1001063,215370
49,1008260,214833
50,999728,214469
51,1029324,150405
52,1058543,216003
53,1042419,192750
54,1038777,197122
55,1035339,152767
56,1003993,220684
57,1010847,192717
58,998405,209690
