172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
172,167,167,167,172,167,172,172,167,167,172,167,167,172,167,167,167,167,167,167,167,172,167,172,172,167,167,172,167,172,172,167,167,167,172,172,172,172,172,167,167,167,167,172,172,172,167,167,172,167,167,167,167,167,167,172,167,172,167,172,167,167,172,167,167,172,167,172,172,167,167,172,167,167,167,167,172,167,167,172,167,167,172,172,172,172,172,172
