196,191,191,196,196,191,191,191,196,196,196,191,196,196,191,191,196,196,196,191,191,196,191,196,191,196,191,191,191,196,196,191,191
196,191,191,196,196,191,191,191,196,196,196,191,196,196,191,191,196,196,196,191,191,196,191,196,191,196,191,191,191,196,196,191,191
196,191,191,196,196,191,191,191,196,196,196,191,196,196,191,191,196,196,196,191,191,196,191,196,191,196,191,191,191,196,196,191,191
196,191,191,196,196,191,191,191,196,196,196,191,196,196,191,191,196,196,196,191,191,196,191,196,191,196,191,191,191,196,196,191,191
196,191,191,196,196,191,191,191,196,196,196,191,196,196,191,191,196,196,196,191,191,196,191,196,191,196,191,191,191,196,196,191,191
196,191,191,196,196,191,191,191,196,196,196,191,196,196,191,191,196,196,196,191,191,196,191,196,191,196,191,191,191,196,196,191,191
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
389,384,384,389,389,384,384,384,389,389,389,384,389,389,384,384,389,389,389,384,384,389,384,389,384,389,384,384,384,389,389,384,384
578,573,573,578,578,573,573,573,578,578,578,573,578,578,573,573,578,578,578,573,573,578,573,578,573,578,573,573,573,578,578,573,573
578,573,573,578,578,573,573,573,578,578,578,573,578,578,573,573,578,578,578,573,573,578,573,578,573,578,573,573,573,578,578,573,573
578,573,573,578,578,573,573,573,578,578,578,573,578,578,573,573,578,578,578,573,573,578,573,578,573,578,573,573,573,578,578,573,573
578,573,573,578,578,573,573,573,578,578,578,573,578,578,573,573,578,578,578,573,573,578,573,578,573,578,573,573,573,578,578,573,573
578,573,573,578,578,573,573,573,578,578,578,573,578,578,573,573,578,578,578,573,573,578,573,578,573,578,573,573,573,578,578,573,573
578,573,573,578,578,573,573,573,578,578,578,573,578,578,573,573,578,578,578,573,573,578,573,578,573,578,573,573,573,578,578,573,573
