184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
184,189,184,184,189,189,189,189,189,184,189,189,184,189,184,184,184,184,189,184,184,184,184,189,189,189,189,184,189,184,184,189,184,184,184,184,184,184,189,189,184,184,184,189,189,184,189,184,184,184,189,184,184,184,184,189,184,189,189,189,184,184,184
360,365,360,360,365,365,365,365,365,360,365,365,360,365,360,360,360,360,365,360,360,360,360,365,365,365,365,360,365,360,360,365,360,360,360,360,360,360,365,365,360,360,360,365,365,360,365,360,360,360,365,360,360,360,360,365,360,365,365,365,360,360,360
360,365,360,360,365,365,365,365,365,360,365,365,360,365,360,360,360,360,365,360,360,360,360,365,365,365,365,360,365,360,360,365,360,360,360,360,360,360,365,365,360,360,360,365,365,360,365,360,360,360,365,360,360,360,360,365,360,365,365,365,360,360,360
360,365,360,360,365,365,365,365,365,360,365,365,360,365,360,360,360,360,365,360,360,360,360,365,365,365,365,360,365,360,360,365,360,360,360,360,360,360,365,365,360,360,360,365,365,360,365,360,360,360,365,360,360,360,360,365,360,365,365,365,360,360,360
360,365,360,360,365,365,365,365,365,360,365,365,360,365,360,360,360,360,365,360,360,360,360,365,365,365,365,360,365,360,360,365,360,360,360,360,360,360,365,365,360,360,360,365,365,360,365,360,360,360,365,360,360,360,360,365,360,365,365,365,360,360,360
