302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
302,307,307,307,302,302,307,307,302,302,307,302,307,307,307,307,307,307,302,302,307,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,307,302,307,302,302,302,302,302,302,302,302,302,302,307,302,307,302,302,307,307,302,302,307,302,302,302,302,307,302,307,302,307,302,302,302,307,302,307,302,302,302,307,302,307,307,307,302,302,307,302,302,302,302,302,307,307,302,307,302,307,302,302,307,307,302,302,307,302,302,302,307,307,302,302,302,302,302,307
