1,5,5,5,1016469,204833
2,8,8,8,1005339,216662
3,20,20,20,1006857,213858
4,19,19,19,1018022,208658
5,7,7,7,1024975,189629
6,18,18,18,1008278,217270
7,12,12,12,1004498,210299
8,7,7,7,1029105,201124
9,5,5,5,1031431,199148
10,20,20,20,1036481,209820
11,12,12,12,1004968,214906
12,5,5,5,1041423,196548
13,8,8,8,1033383,192561
14,8,8,8,997139,210456
15,9,9,9,1026827,187370
16,5,5,5,999699,211456
17,17,17,17,1010670,209362
18,18,18,18,1021496,205874
19,11,11,11,1048159,189722
20,13,13,13,1006639,218283
21,17,17,17,1003810,214055
22,9,9,9,1039396,195150
23,15,15,15,1007782,217519
24,5,5,5,1046931,205268
25,6,6,6,1056932,208679
26,17,17,17,1005825,218836
27,14,14,14,1004213,217302
28,15,15,15,1032439,194690
29,14,14,14,1019264,206776
30,6,6,6,994986,209607
31,11,11,11,1003245,218052
32,11,11,11,1015710,212345
33,12,12,12,1003030,213883
34,17,17,17,1015147,211529
35,13,13,13,1056410,179826
36,6,6,6,1005486,216571
37,20,20,20,1005752,210094
38,16,16,16,997180,209715
39,18,18,18,1023586,204647
40,16,16,16,1017003,214669
41,16,16,16,1031337,216065
42,20,20,20,1005956,209182
43,16,16,16,1010292,213586
44,6,6,6,1005266,210182
45,15,15,15,998144,211978
46,5,5,5,1014696,211100
47,8,8,8,1034920,151667
48,7,7,7,1048159,189722
49,8,8,8,1057430,208823
50,13,13,13,1037995,219699
51,9,9,9,1054716,156589
52,6,6,6,999813,211271
53,17,17,17,1019766,212216
54,18,18,18,1008922,216874
55,18,18,18,1036940,206397
56,16,16,16,1029344,201025
57,7,7,7,1006075,216209
58,11,11,11,1033994,197700
59,6,6,6,1006504,209561
60,20,20,20,1038262,212581
61,5,5,5,1031083,194312
62,10,10,10,999441,214621
63,9,9,9,1005409,214635
64,16,16,16,1031145,199445
65,10,10,10,1043930,188188
66,13,13,13,998953,210856
67,15,15,15,1011438,209244
68,11,11,11,1029866,149855
69,11,11,11,1046862,205756
70,19,19,19,1033930,192582
71,12,12,12,1044006,215344
72,13,13,13,1003536,210444
73,17,17,17,1008542,213761
74,17,17,17,1032507,150804
75,11,11,11,1044131,185219
76,8,8,8,1005852,216347
77,9,9,9,1048159,189722
78,13,13,13,1027347,202246
79,14,14,14,1018251,201833
80,16,16,16,1043299,186412
81,7,7,7,1008717,214169
82,14,14,14,1034220,158190
83,15,15,15,998751,214579
84,16,16,16,1041470,198187
85,7,7,7,994983,209643
86,15,15,15,1018764,207053
87,17,17,17,1002492,213074
88,20,20,20,1023926,204484
89,6,6,6,999441,214621
90,15,15,15,1036732,152343
91,7,7,7,1009337,222305
92,12,12,12,1040589,196049
93,8,8,8,1044307,186486
94,13,13,13,1039605,195626
95,8,8,8,999312,214453
96,15,15,15,1027066,192596
97,5,5,5,1032410,150761
98,14,14,14,1019286,212109
99,8,8,8,1021496,205874
100,11,11,11,1011929,213962
101,19,19,19,1044160,195608
102,11,11,11,1024826,191849
103,19,19,19,1021805,204286
104,8,8,8,1001638,212153
105,16,16,16,1036664,226616
106,14,14,14,1033795,192204
107,15,15,15,1037158,185173
108,15,15,15,999602,214616
109,17,17,17,1029215,193010
110,13,13,13,1016118,211614
111,15,15,15,1057875,209068
112,12,12,12,1027755,192613
113,11,11,11,999602,214616
114,5,5,5,1029851,200619
115,10,10,10,1006703,215872
116,15,15,15,1004966,222367
117,9,9,9,1007639,216426
118,20,20,20,999702,214421
119,17,17,17,1036745,152300
120,17,17,17,1042793,183365
121,18,18,18,1048159,189722
122,19,19,19,998181,210363
123,7,7,7,1039975,195788
124,19,19,19,1029639,200783
125,13,13,13,1030941,194260
126,12,12,12,1041175,197240
127,10,10,10,1005724,217606
128,11,11,11,1024731,189562
129,10,10,10,1037672,212642
130,9,9,9,1017680,209170
131,16,16,16,1016035,201324
132,19,19,19,1006056,218640
133,15,15,15,1037140,220313
134,10,10,10,1043971,187379
135,18,18,18,997363,209840
136,12,12,12,1004264,210335
137,18,18,18,1009027,211630
138,7,7,7,1015920,208210
139,8,8,8,1025517,192140
140,11,11,11,1003127,210507
