1,1026827,187370
2,999699,211456
3,1039396,195150
4,1056410,179826
5,1031337,216065
6,1005956,209182
7,1010292,213586
8,999813,211271
9,1036940,206397
10,1029344,201025
11,1033994,197700
12,1044006,215344
13,1027347,202246
14,1034220,158190
15,1041470,198187
16,1009337,222305
17,1021805,204286
18,1001638,212153
19,1036664,226616
20,1037158,185173
21,999702,214421
22,998181,210363
23,1041175,197240
24,1016943,209794
25,1022491,212877
26,1031098,199611
27,1056586,201657
28,1046004,224452
29,1027764,202413
30,1014358,211317
31,1031655,215400
32,1022607,205209
33,1062651,207240
34,1044227,155449
35,1050774,191674
36,1035029,195293
37,1056759,219270
38,1053088,159708
39,1036929,217588
40,1003982,213272
41,1044695,205038
42,1034304,198012
43,1012386,212417
44,1006208,215038
45,1001849,216405
46,1054794,186010
47,1022671,192348
48,1017277,199043
49,1011262,196204
50,1042030,187200
51,1025071,204002
52,1018687,195268
53,1063266,210883
54,1028140,181157
55,1026892,225766
56,1016094,212614
57,1018274,207814
58,1030936,194629
59,1033941,203799
60,1018402,208385
61,1006794,215639
62,1022588,207974
63,1044583,209515
64,1040657,221241
65,1032191,220265
66,1032695,209994
67,1051959,206964
68,1000087,214058
69,1037496,194540
70,1009245,210837
71,1056447,192509
72,1001063,215370
73,1008260,214833
74,999212,211741
75,1050138,201742
76,1047886,184506
77,1048420,216295
78,1013878,204158
79,999728,214469
80,1029324,150405
81,1058543,216003
82,1042419,192750
83,1019191,217072
84,1041251,196544
85,1038777,197122
86,1035339,152767
87,1032830,189583
88,1003993,220684
89,1036732,196351
90,1044181,198986
91,997112,209838
92,1020763,215359
93,1010847,192717
94,1024816,198414
95,1052510,196955
96,1020492,206393
97,998405,209690
