1,60,60,60,9273,s
2,60,60,60,9273,s
3,60,60,60,9273,s
4,60,60,60,9273,s
5,60,60,60,9273,s
6,60,60,60,9273,s
7,60,60,60,9273,s
8,121,121,121,15352,m
9,121,121,121,15352,m
10,121,121,121,15352,m
11,121,121,121,15352,m
12,121,121,121,15352,m
13,121,121,121,15352,m
14,121,121,121,15352,m
15,121,121,121,15352,m
16,121,121,121,15352,m
17,121,121,121,15352,m
18,121,121,121,15352,m
19,121,121,121,15352,m
20,121,121,121,15352,m
21,181,181,181,21588,l
22,181,181,181,21588,l
23,181,181,181,21588,l
24,181,181,181,21588,l
25,181,181,181,21588,l
26,181,181,181,21588,l
27,181,181,181,21588,l
