185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
185,185,180,185,185,180,180,180,180,180,180,180,180,180,180,180,185,185,180,180,185,185,185,185,180,180,185,180,185,180,185,185,185,185,180,185,185,185,180,180,180,180,180,185,180,180,185,185,180,180,185,185,180,185,180,185,185,180,180,185,180,180,180,185,180,185,185,185,180,185,180,185,185,185,180,180,180,185,180,180,180,185,185,185
