1,55,55,55,16421,s
2,55,55,55,16421,s
3,55,55,55,16421,s
4,55,55,55,16421,s
5,55,55,55,16421,s
6,55,55,55,16421,s
7,55,55,55,16421,s
8,55,55,55,16421,s
9,55,55,55,16421,s
10,55,55,55,16421,s
11,55,55,55,16421,s
12,55,55,55,16421,s
13,109,109,109,27510,m
14,109,109,109,27510,m
15,109,109,109,27510,m
16,109,109,109,27510,m
17,109,109,109,27510,m
18,109,109,109,27510,m
19,109,109,109,27510,m
20,109,109,109,27510,m
21,109,109,109,27510,m
22,109,109,109,27510,m
23,109,109,109,27510,m
24,109,109,109,27510,m
25,109,109,109,27510,m
26,109,109,109,27510,m
27,109,109,109,27510,m
28,109,109,109,27510,m
29,109,109,109,27510,m
30,109,109,109,27510,m
31,109,109,109,27510,m
32,109,109,109,27510,m
33,109,109,109,27510,m
34,109,109,109,27510,m
35,109,109,109,27510,m
36,109,109,109,27510,m
37,164,164,164,40347,l
38,164,164,164,40347,l
39,164,164,164,40347,l
40,164,164,164,40347,l
41,164,164,164,40347,l
42,164,164,164,40347,l
43,164,164,164,40347,l
44,164,164,164,40347,l
45,164,164,164,40347,l
46,164,164,164,40347,l
47,164,164,164,40347,l
48,164,164,164,40347,l
