1,56,56,56,15688,s
2,56,56,56,15688,s
3,56,56,56,15688,s
4,56,56,56,15688,s
5,56,56,56,15688,s
6,56,56,56,15688,s
7,56,56,56,15688,s
8,56,56,56,15688,s
9,56,56,56,15688,s
10,56,56,56,15688,s
11,56,56,56,15688,s
12,56,56,56,15688,s
13,113,113,113,26749,m
14,113,113,113,26749,m
15,113,113,113,26749,m
16,113,113,113,26749,m
17,113,113,113,26749,m
18,113,113,113,26749,m
19,113,113,113,26749,m
20,113,113,113,26749,m
21,113,113,113,26749,m
22,113,113,113,26749,m
23,113,113,113,26749,m
24,113,113,113,26749,m
25,113,113,113,26749,m
26,113,113,113,26749,m
27,113,113,113,26749,m
28,113,113,113,26749,m
29,113,113,113,26749,m
30,113,113,113,26749,m
31,113,113,113,26749,m
32,113,113,113,26749,m
33,113,113,113,26749,m
34,113,113,113,26749,m
35,113,113,113,26749,m
36,113,113,113,26749,m
37,169,169,169,39542,l
38,169,169,169,39542,l
39,169,169,169,39542,l
40,169,169,169,39542,l
41,169,169,169,39542,l
42,169,169,169,39542,l
43,169,169,169,39542,l
44,169,169,169,39542,l
45,169,169,169,39542,l
46,169,169,169,39542,l
47,169,169,169,39542,l
48,169,169,169,39542,l
