1,52,52,52,11370,s
2,52,52,52,11370,s
3,52,52,52,11370,s
4,52,52,52,11370,s
5,52,52,52,11370,s
6,52,52,52,11370,s
7,52,52,52,11370,s
8,52,52,52,11370,s
9,52,52,52,11370,s
10,52,52,52,11370,s
11,52,52,52,11370,s
12,52,52,52,11370,s
13,52,52,52,11370,s
14,52,52,52,11370,s
15,52,52,52,11370,s
16,52,52,52,11370,s
17,52,52,52,11370,s
18,105,105,105,17541,m
19,105,105,105,17541,m
20,105,105,105,17541,m
21,105,105,105,17541,m
22,105,105,105,17541,m
23,105,105,105,17541,m
24,105,105,105,17541,m
25,105,105,105,17541,m
26,105,105,105,17541,m
27,105,105,105,17541,m
28,105,105,105,17541,m
29,105,105,105,17541,m
30,105,105,105,17541,m
31,105,105,105,17541,m
32,105,105,105,17541,m
33,105,105,105,17541,m
34,105,105,105,17541,m
35,105,105,105,17541,m
36,105,105,105,17541,m
37,105,105,105,17541,m
38,105,105,105,17541,m
39,105,105,105,17541,m
40,105,105,105,17541,m
41,105,105,105,17541,m
42,105,105,105,17541,m
43,105,105,105,17541,m
44,105,105,105,17541,m
45,105,105,105,17541,m
46,105,105,105,17541,m
47,105,105,105,17541,m
48,105,105,105,17541,m
49,105,105,105,17541,m
50,105,105,105,17541,m
51,157,157,157,26030,l
52,157,157,157,26030,l
53,157,157,157,26030,l
54,157,157,157,26030,l
55,157,157,157,26030,l
56,157,157,157,26030,l
57,157,157,157,26030,l
58,157,157,157,26030,l
59,157,157,157,26030,l
60,157,157,157,26030,l
61,157,157,157,26030,l
62,157,157,157,26030,l
63,157,157,157,26030,l
64,157,157,157,26030,l
65,157,157,157,26030,l
66,157,157,157,26030,l
67,157,157,157,26030,l
