1,1020757,267360
2,1013430,253702
3,1004533,237454
4,1009813,233928
5,1034319,239134
6,1021832,250761
7,1010646,238273
8,1009335,251672
9,1006820,243053
10,1015264,250558
11,1009127,246782
12,1005186,234972
13,1011708,251190
14,1023073,263955
15,1031638,256471
16,1008212,245071
17,1012916,236622
18,1025712,240468
19,1017753,258018
20,1023824,248269
21,1043355,248186
22,1012533,253087
23,1004358,237441
24,1013551,237564
25,1022200,237584
26,1007844,262182
27,1018836,241690
28,1007052,248781
29,1016609,247036
30,1004825,240914
31,1011428,242144
32,1011126,268543
33,1010797,235168
34,1014543,238389
35,1011577,255907
36,1015463,257444
37,1027101,256330
38,1006607,233505
39,1013582,260908
40,1022080,255107
41,1009695,260016
42,1010469,249118
43,1012376,247529
44,1004696,234563
45,1009113,247474
46,1026688,245751
47,1005407,244577
48,1007059,240437
49,1007014,236618
50,1008046,232705
51,1003668,235564
52,1031869,246922
53,1013703,255159
54,1023446,243061
55,1017883,257861
56,1028257,263166
