1,57,57,57,8531,s
2,57,57,57,8531,s
3,57,57,57,8531,s
4,57,57,57,8531,s
5,57,57,57,8531,s
6,57,57,57,8531,s
7,57,57,57,8531,s
8,115,115,115,14501,m
9,115,115,115,14501,m
10,115,115,115,14501,m
11,115,115,115,14501,m
12,115,115,115,14501,m
13,115,115,115,14501,m
14,115,115,115,14501,m
15,115,115,115,14501,m
16,115,115,115,14501,m
17,115,115,115,14501,m
18,115,115,115,14501,m
19,115,115,115,14501,m
20,115,115,115,14501,m
21,115,115,115,14501,m
22,115,115,115,14501,m
23,172,172,172,21465,l
24,172,172,172,21465,l
25,172,172,172,21465,l
26,172,172,172,21465,l
27,172,172,172,21465,l
28,172,172,172,21465,l
29,172,172,172,21465,l
