1,1020757,267360
2,1013430,253702
3,1004533,237454
4,1009813,233928
5,1034319,239134
6,1021832,250761
7,1010646,238273
8,1009335,251672
9,1006820,243053
10,1015264,250558
11,1009127,246782
12,1005186,234972
13,1011708,251190
14,1023073,263955
15,1031638,256471
16,1012916,236622
17,1025712,240468
18,1017753,258018
19,1043355,248186
20,1012533,253087
21,1004358,237441
22,1013551,237564
23,1007844,262182
24,1018836,241690
25,1007052,248781
26,1016609,247036
27,1004825,240914
28,1011428,242144
29,1015463,257444
30,1027101,256330
31,1007014,236618
32,1008046,232705
33,1003668,235564
34,1013703,255159
35,1023446,243061
