1,1007787,188782
2,991914,185945
3,981378,185290
4,987023,191834
5,1010512,186425
6,1019725,185360
7,987393,155196
8,1005622,196721
9,988847,182726
10,991475,189246
11,994132,184101
12,989290,190893
13,990699,175622
14,990971,176374
15,1007851,178180
16,977169,168709
17,980467,174599
18,1010529,188063
19,1002656,182831
20,986784,189257
21,988148,191456
22,1015525,187289
23,997139,190529
24,987495,183684
25,995836,176793
26,998414,174307
27,1019192,184386
28,1008673,186426
29,998683,199280
30,1010860,190226
31,1000295,183161
32,1000653,186995
33,986981,191538
34,1015856,181632
35,987300,172039
36,995864,183626
37,1000991,195972
38,1010544,181369
39,1015907,177298
40,998516,185336
41,1006867,195704
42,986875,194063
43,980955,168515
44,1021681,185970
45,988409,190110
46,993064,184230
47,990659,188644
48,1002331,188120
49,976051,170124
50,996018,196833
51,997999,187182
52,998242,176400
53,987886,194211
54,988934,186041
55,1012946,185047
56,993695,172740
57,999759,199616
58,998379,192330
59,991156,187321
60,988391,190860
61,1008593,193400
62,997991,183323
63,993479,149169
64,984799,188189
65,991301,170877
66,1002785,196553
67,1002790,165081
68,1008765,194249
69,988121,149361
70,989660,190023
71,990444,188607
72,992079,154428
73,983312,160790
74,987760,191514
75,981473,175702
76,989713,182017
77,995323,190253
78,998034,199432
79,995266,167308
80,1012134,173266
81,975540,163839
82,987179,166275
83,990901,163672
84,997917,203800
85,990201,188279
86,975677,163929
87,996218,187524
88,997885,180734
89,1009603,183944
90,1004105,192425
91,990127,188355
92,991079,189613
93,998049,194446
94,986649,192732
95,998067,178516
96,997270,161612
97,993670,189708
98,1014973,170451
99,989939,179865
100,996874,205731
101,1014664,184381
102,1017328,184902
103,993724,188209
104,1000926,197130
105,996629,153139
106,980921,163814
107,996423,187681
108,992281,185284
109,990424,192298
110,997759,191257
111,997931,182608
112,989889,173918
113,1006459,169773
114,998782,169839
115,997718,198969
116,998787,170898
117,988073,159946
118,1003570,175599
119,993446,189967
120,979287,172942
121,1002852,182980
122,983265,177963
123,998567,172437
124,985623,187129
125,1007286,165122
126,997754,203284
127,998027,196528
128,995192,156139
129,1005367,154732
130,976366,166139
131,1006221,186599
132,1003463,186794
133,998648,180169
134,1000698,198655
135,984779,179876
136,1000600,156005
137,996205,200612
138,986530,192155
